Datetime,Tempmax,Tempmin,Temp,Dew,Feelslike,Precip,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windspeed,Windgust,Winddir,Visibility,Cloudcover,Humidity,Pressure,Solarradiation,Solarenergy,Uvindex,Sunrise,Sunset,Moonphase,Icon,Conditions,Description,Stations,Address,DatetimeEpoch
2022-10-23,33.5,22.5,27.7,21.5,29.2,0.1,100.0,4.17,['rain'],0.0,0.0,7.4,21.2,12.4,10.2,26.2,71.4,1015.0,242.7,21.0,8.0,05:54:55,17:26:42,0.93,rain,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666458000
2022-10-24,33.0,23.0,27.6,21.0,28.7,0.3,100.0,8.33,['rain'],0.0,0.0,15.7,32.4,97.4,8.0,21.9,69.3,1014.1,244.5,21.1,9.0,05:55:21,17:26:01,0.96,rain,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666544400
2022-10-25,28.0,23.0,24.9,21.8,25.2,0.17,100.0,8.33,['rain'],0.0,0.0,13.9,24.1,243.7,6.8,67.9,83.4,1016.2,49.5,4.3,2.0,05:55:46,17:25:20,0.0,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666630800
2022-10-26,28.5,23.0,25.2,22.0,25.6,0.005,100.0,4.17,['rain'],0.0,0.0,9.4,23.8,272.4,5.6,80.8,83.5,1015.3,135.0,11.6,7.0,05:56:12,17:24:40,0.03,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666717200
2022-10-27,29.0,24.0,26.5,21.7,27.5,0.002,100.0,4.17,['rain'],0.0,0.0,11.2,26.6,126.4,9.4,77.8,75.7,1014.6,207.2,17.9,8.0,05:56:39,17:24:02,0.06,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666803600
2022-10-28,31.0,23.8,26.8,20.3,27.5,0.0,0.0,0.0,,0.0,0.0,11.2,28.4,126.1,9.7,42.7,69.3,1014.9,236.5,20.4,8.0,05:57:06,17:23:24,0.1,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666890000
2022-10-29,30.0,23.1,26.1,20.6,26.5,0.488,100.0,4.17,['rain'],0.0,0.0,12.1,29.5,347.6,7.7,38.5,73.1,1015.0,193.3,16.6,8.0,05:57:34,17:22:47,0.13,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1666976400
2022-10-30,30.2,21.0,25.7,20.3,26.4,0.0,0.0,0.0,,0.0,0.0,13.9,35.3,340.1,7.8,14.4,73.9,1013.8,223.7,19.3,8.0,05:58:02,17:22:12,0.17,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667062800
2022-10-31,30.0,21.5,25.7,16.1,25.7,0.0,0.0,0.0,,0.0,0.0,19.4,46.8,358.0,10.1,35.9,56.6,1014.8,217.1,18.7,8.0,05:58:31,17:21:37,0.21,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667149200
2022-11-01,30.0,20.4,24.5,13.5,24.3,0.0,0.0,0.0,,0.0,0.0,20.5,38.9,328.0,11.1,66.4,52.2,1014.2,201.7,17.4,7.0,05:59:01,17:21:03,0.25,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667235600
2022-11-02,29.4,17.5,23.0,14.2,22.8,0.0,0.0,0.0,,0.0,0.0,14.8,22.7,325.9,9.3,38.3,61.8,1011.9,213.1,18.4,8.0,05:59:30,17:20:31,0.28,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667322000
2022-11-03,29.5,17.0,23.4,15.1,23.3,0.0,0.0,0.0,,0.0,0.0,10.4,15.1,310.8,9.2,38.3,62.6,1013.2,233.4,20.0,8.0,06:00:01,17:20:00,0.31,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667408400
2022-11-04,30.0,19.0,24.2,16.7,24.2,0.0,0.0,0.0,,0.0,0.0,11.2,23.4,342.4,9.6,30.8,65.5,1016.2,225.7,19.6,8.0,06:00:32,17:19:29,0.35,partly-cloudy-day,Partially cloudy,Clearing in the afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667494800
2022-11-05,29.0,20.4,24.4,17.4,24.4,0.0,0.0,0.0,,0.0,0.0,19.4,33.1,60.3,9.9,6.1,67.8,1018.1,233.4,20.4,8.0,06:01:03,17:19:00,0.38,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667581200
2022-11-06,28.0,20.0,23.5,17.9,23.6,0.0,0.0,0.0,,0.0,0.0,10.3,27.7,76.8,7.0,14.3,72.3,1017.6,228.0,19.6,8.0,06:01:35,17:18:33,0.42,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667667600
2022-11-07,28.0,19.0,23.6,18.7,23.8,0.0,0.0,0.0,,0.0,0.0,11.2,27.0,93.5,6.6,28.3,75.7,1016.4,229.0,19.6,8.0,06:02:08,17:18:06,0.46,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667754000
2022-11-08,29.0,20.0,24.1,19.0,24.4,0.0,0.0,0.0,,0.0,0.0,14.8,24.1,65.7,5.9,21.1,74.5,1016.5,229.3,19.6,8.0,06:02:41,17:17:41,0.5,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667840400
2022-11-09,29.0,19.5,24.4,19.3,24.7,0.0,0.0,0.0,,0.0,0.0,13.0,23.8,99.4,7.2,18.0,75.2,1016.3,226.8,19.5,8.0,06:03:14,17:17:16,0.52,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1667926800
2022-11-10,27.0,22.0,24.7,21.2,24.7,0.4,100.0,12.5,['rain'],0.0,0.0,9.4,24.1,134.0,7.3,64.3,81.5,1015.8,152.7,13.1,5.0,06:03:48,17:16:53,0.56,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668013200
2022-11-11,30.0,23.0,25.7,22.0,26.6,0.3,100.0,12.5,['rain'],0.0,0.0,14.8,27.0,122.5,8.0,51.3,80.7,1015.0,116.1,10.0,5.0,06:04:22,17:16:32,0.59,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668099600
2022-11-12,30.1,23.0,26.1,21.7,27.1,0.2,100.0,8.33,['rain'],0.0,0.0,15.7,29.5,108.3,8.5,68.1,78.0,1013.8,184.2,16.0,7.0,06:04:57,17:16:11,0.62,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668186000
2022-11-13,28.5,22.0,25.5,21.5,26.2,0.218,100.0,8.33,['rain'],0.0,0.0,11.2,23.0,107.5,8.1,55.3,79.7,1014.6,149.3,13.0,7.0,06:05:32,17:15:52,0.65,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668272400
2022-11-14,29.0,22.0,25.5,22.0,26.3,0.002,100.0,4.17,['rain'],0.0,0.0,9.4,27.0,138.5,6.1,40.5,82.0,1014.9,164.5,14.0,6.0,06:06:08,17:15:34,0.69,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668358800
2022-11-15,29.0,23.0,25.9,22.4,26.9,0.048,100.0,4.17,['rain'],0.0,0.0,15.7,27.7,125.1,8.3,59.6,81.5,1013.5,149.6,13.1,7.0,06:06:44,17:15:18,0.72,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668445200
2022-11-16,31.0,24.0,27.0,22.7,28.5,0.098,100.0,4.17,['rain'],0.0,0.0,16.6,33.8,129.0,8.2,64.9,78.8,1011.7,154.2,13.3,6.0,06:07:20,17:15:03,0.75,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668531600
2022-11-17,30.5,25.0,26.9,23.1,28.2,0.9,100.0,20.83,['rain'],0.0,0.0,22.3,32.8,122.4,10.4,57.2,80.7,1011.5,139.3,12.0,7.0,06:07:57,17:14:49,0.78,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668618000
2022-11-18,31.0,24.0,26.9,23.6,28.7,1.6,100.0,37.5,['rain'],0.0,0.0,17.5,28.8,117.9,8.2,63.2,82.9,1012.6,139.9,12.2,6.0,06:08:34,17:14:37,0.81,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668704400
2022-11-19,29.5,25.0,26.7,22.7,27.9,1.464,100.0,4.17,['rain'],0.0,0.0,13.9,27.0,118.3,9.4,77.1,79.3,1013.7,122.3,10.5,6.0,06:09:12,17:14:25,0.85,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668790800
2022-11-20,28.5,23.0,25.1,20.8,25.4,0.2,100.0,8.33,['rain'],0.0,0.0,13.9,26.6,48.1,9.8,62.0,78.0,1013.0,148.7,12.9,7.0,06:09:49,17:14:16,0.88,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668877200
2022-11-21,29.2,22.0,25.4,20.3,25.9,0.1,100.0,4.17,['rain'],0.0,0.0,10.6,22.7,81.5,8.4,36.1,75.0,1011.6,128.2,11.0,6.0,06:10:27,17:14:07,0.91,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1668963600
2022-11-22,28.1,21.5,25.3,20.8,26.0,0.048,100.0,4.17,['rain'],0.0,0.0,9.4,14.0,20.1,7.8,54.9,76.7,1011.3,109.0,9.4,6.0,06:11:06,17:14:00,0.94,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669050000
2022-11-23,29.0,24.8,26.3,21.7,27.1,0.002,100.0,4.17,['rain'],0.0,0.0,10.4,17.6,8.9,9.5,74.2,76.2,1012.0,45.2,3.9,3.0,06:11:44,17:13:55,0.98,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669136400
2022-11-24,25.1,22.0,22.9,20.9,22.9,5.706,100.0,8.33,['rain'],0.0,0.0,15.4,17.3,27.0,8.4,97.8,88.5,1013.6,7.8,0.6,0.0,06:12:23,17:13:50,0.0,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669222800
2022-11-25,25.4,21.5,23.4,21.5,23.4,1.533,100.0,16.67,['rain'],0.0,0.0,8.5,6.8,44.8,7.7,93.4,89.2,1014.2,37.1,3.3,2.0,06:13:02,17:13:47,0.04,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669309200
2022-11-26,24.2,22.0,23.1,21.9,23.1,2.689,100.0,16.67,['rain'],0.0,0.0,15.7,33.5,72.4,7.5,96.9,92.9,1012.5,30.3,2.6,2.0,06:13:41,17:13:46,0.08,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669395600
2022-11-27,30.5,24.0,26.9,23.2,28.8,0.1,100.0,4.17,['rain'],0.0,0.0,21.4,42.5,139.8,8.5,61.8,81.5,1008.6,119.0,10.3,5.0,06:14:20,17:13:46,0.11,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669482000
2022-11-28,32.8,24.0,27.7,24.1,30.3,0.0,0.0,0.0,,0.0,0.0,20.5,36.0,126.5,11.0,61.3,81.6,1008.1,195.0,16.8,7.0,06:14:59,17:13:47,0.15,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB', 'remote']",Hanoi,1669568400
2022-11-29,32.0,25.0,27.7,24.1,30.2,0.1,100.0,4.17,['rain'],0.0,0.0,18.5,33.8,127.5,10.1,60.4,81.6,1009.7,137.9,11.9,6.0,06:15:38,17:13:50,0.18,rain,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669654800
2022-11-30,31.5,18.0,25.9,22.5,27.4,0.098,100.0,4.17,['rain'],0.0,0.0,29.7,38.9,109.4,9.8,74.3,82.4,1013.4,167.2,14.6,6.0,06:16:17,17:13:54,0.25,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669741200
2022-12-01,17.5,14.0,15.4,12.0,15.4,2.368,100.0,16.67,['rain'],0.0,0.0,23.2,37.1,41.9,9.9,100.0,80.3,1019.8,12.0,1.0,1.0,06:16:56,17:13:59,0.26,rain,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669827600
2022-12-02,18.0,13.0,15.3,9.2,15.3,0.0,0.0,0.0,['rain'],0.0,0.0,20.5,30.6,11.7,10.0,75.5,67.6,1020.6,72.8,6.3,3.0,06:17:36,17:14:06,0.29,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1669914000
2022-12-03,20.0,15.0,17.5,11.8,17.5,0.0,0.0,0.0,,0.0,0.0,11.2,29.5,27.6,10.0,96.3,69.0,1017.3,197.6,17.2,7.0,06:18:15,17:14:14,0.33,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670000400
2022-12-04,19.3,15.0,17.4,13.5,17.4,0.0,0.0,0.0,,0.0,0.0,17.5,25.9,23.5,9.5,99.9,78.5,1019.0,23.0,2.1,1.0,06:18:53,17:14:23,0.36,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670086800
2022-12-05,20.0,14.5,16.8,11.3,16.8,0.1,100.0,8.33,['rain'],0.0,0.0,20.3,46.4,18.2,9.7,91.6,71.1,1021.5,39.7,3.5,2.0,06:19:32,17:14:33,0.4,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670173200
2022-12-06,19.0,14.0,17.0,9.3,17.0,0.0,0.0,0.0,,0.0,0.0,13.9,31.7,38.4,9.8,75.1,61.4,1019.3,155.0,13.3,7.0,06:20:11,17:14:45,0.43,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670259600
2022-12-07,18.0,15.5,16.9,11.5,16.9,0.0,0.0,0.0,,0.0,0.0,16.6,18.7,19.8,8.8,94.6,71.0,1018.8,54.3,4.7,2.0,06:20:49,17:14:59,0.47,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670346000
2022-12-08,17.4,16.0,16.6,13.3,16.6,0.1,100.0,4.17,['rain'],0.0,0.0,13.9,33.5,16.1,9.7,99.4,80.8,1018.5,25.3,1.9,1.0,06:21:27,17:15:13,0.5,rain,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670432400
2022-12-09,17.4,16.0,16.6,13.5,16.6,0.0,0.0,0.0,['rain'],0.0,0.0,14.8,13.0,13.7,9.1,100.0,81.9,1017.0,29.7,2.6,1.0,06:22:05,17:15:29,0.53,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670518800
2022-12-10,18.0,15.0,16.2,14.0,16.2,1.171,100.0,4.17,['rain'],0.0,0.0,13.0,14.8,17.5,7.0,99.7,87.4,1016.6,7.6,0.7,0.0,06:22:42,17:15:46,0.57,rain,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670605200
2022-12-11,21.0,16.8,18.5,11.4,18.5,0.103,100.0,8.33,['rain'],0.0,0.0,11.2,24.5,22.1,9.6,95.3,64.5,1017.9,27.5,2.4,1.0,06:23:19,17:16:04,0.6,rain,"Rain, Overcast",Cloudy skies throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670691600
2022-12-12,22.0,15.3,18.5,9.9,18.5,0.1,100.0,4.17,['rain'],0.0,0.0,20.3,37.1,353.3,9.2,52.2,58.7,1020.0,137.4,12.0,7.0,06:23:55,17:16:23,0.63,rain,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670778000
2022-12-13,23.0,13.6,18.0,7.1,18.0,0.0,0.0,0.0,,0.0,0.0,11.4,14.4,74.7,8.7,15.1,52.9,1019.7,207.1,17.9,8.0,06:24:31,17:16:44,0.67,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670864400
2022-12-14,22.0,14.5,18.4,6.8,18.4,0.0,0.0,0.0,,0.0,0.0,16.6,34.6,16.5,9.8,29.9,48.4,1021.3,205.6,17.9,8.0,06:25:07,17:17:05,0.7,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1670950800
2022-12-15,22.5,11.0,17.1,8.9,17.1,0.0,0.0,0.0,,0.0,0.0,13.0,29.9,109.4,7.8,8.1,61.7,1016.9,202.7,17.5,7.0,06:25:42,17:17:28,0.73,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671037200
2022-12-16,24.0,13.0,18.2,11.5,18.2,0.0,0.0,0.0,,0.0,0.0,10.3,42.1,18.4,6.7,19.1,67.4,1017.1,201.5,17.3,7.0,06:26:16,17:17:52,0.75,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671123600
2022-12-17,21.0,17.0,19.0,4.6,19.0,0.0,0.0,0.0,,0.0,0.0,26.8,53.3,16.1,10.0,97.0,39.1,1025.9,66.8,5.7,3.0,06:26:50,17:18:17,0.8,cloudy,Overcast,Cloudy skies throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671210000
2022-12-18,20.0,13.0,16.6,-1.1,16.6,0.0,0.0,0.0,,0.0,0.0,22.1,44.6,15.4,11.0,64.7,31.1,1026.8,185.9,16.1,8.0,06:27:23,17:18:43,0.83,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671296400
2022-12-19,20.0,9.0,14.6,2.1,14.5,0.0,0.0,0.0,,0.0,0.0,11.2,24.5,68.0,10.5,5.8,46.5,1020.6,207.0,17.8,8.0,06:27:56,17:19:10,0.86,clear-day,Clear,Clear conditions throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671382800
2022-12-20,22.0,10.0,16.2,6.6,16.2,0.0,0.0,0.0,,0.0,0.0,8.5,23.8,82.9,8.1,25.7,55.6,1017.1,202.5,17.5,7.0,06:28:27,17:19:38,0.89,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671469200
2022-12-21,23.0,14.7,19.1,6.5,19.1,0.0,0.0,0.0,,0.0,0.0,15.7,36.0,351.6,9.3,52.6,45.3,1018.2,190.1,16.5,7.0,06:28:58,17:20:06,0.93,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671555600
2022-12-22,23.5,13.0,18.0,8.6,18.0,0.0,0.0,0.0,,0.0,0.0,13.9,27.7,82.0,7.9,25.7,58.0,1016.6,181.4,15.6,7.0,06:29:28,17:20:36,0.96,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671642000
2022-12-23,24.0,15.5,19.7,8.7,19.7,0.0,0.0,0.0,,0.0,0.0,17.6,31.7,105.4,9.3,40.0,51.0,1017.6,182.2,15.8,7.0,06:29:58,17:21:07,0.0,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671728400
2022-12-24,24.4,14.8,19.4,7.9,19.4,0.0,0.0,0.0,,0.0,0.0,12.1,28.1,82.9,11.3,40.7,49.7,1020.1,177.0,15.2,7.0,06:30:26,17:21:38,0.03,partly-cloudy-day,Partially cloudy,Clearing in the afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671814800
2022-12-25,23.5,13.5,18.5,11.4,18.5,0.0,0.0,0.0,,0.0,0.0,17.6,30.6,130.5,8.3,26.8,65.3,1020.0,203.3,17.5,7.0,06:30:53,17:22:11,0.06,partly-cloudy-day,Partially cloudy,Becoming cloudy in the afternoon.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671901200
2022-12-26,20.0,13.5,17.2,13.5,17.2,0.2,100.0,8.33,['rain'],0.0,0.0,10.3,19.4,61.2,6.3,56.9,79.2,1020.6,32.2,2.8,1.0,06:31:20,17:22:44,0.1,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1671987600
2022-12-27,21.0,17.0,19.1,15.0,19.1,0.2,100.0,8.33,['rain'],0.0,0.0,15.7,28.8,133.3,8.3,92.3,77.5,1019.8,39.8,3.5,3.0,06:31:46,17:23:18,0.13,rain,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672074000
2022-12-28,19.0,12.0,15.1,11.6,15.1,9.574,100.0,8.33,['rain'],0.0,0.0,22.3,40.7,39.3,8.6,85.4,80.0,1022.3,7.1,0.6,0.0,06:32:10,17:23:52,0.16,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672160400
2022-12-29,14.5,12.5,13.6,7.2,13.6,0.1,100.0,4.17,['rain'],0.0,0.0,15.3,31.7,8.3,10.0,97.3,65.3,1026.3,125.7,10.9,7.0,06:32:34,17:24:27,0.2,rain,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672246800
2022-12-30,16.0,13.0,14.2,7.9,14.2,0.0,0.0,0.0,,0.0,0.0,16.6,29.5,358.6,9.5,83.4,66.0,1026.7,83.3,7.1,5.0,06:32:56,17:25:03,0.25,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672333200
2022-12-31,17.1,14.0,15.2,8.3,15.2,0.0,0.0,0.0,,0.0,0.0,11.2,14.0,10.7,10.0,62.8,63.7,1025.5,156.6,13.5,7.0,06:33:18,17:25:40,0.27,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672419600
2023-01-01,21.2,11.1,16.8,10.4,16.8,0.0,0.0,0.0,,0.0,0.0,13.0,11.2,334.6,9.1,22.7,67.4,1023.7,206.3,17.7,7.0,06:33:38,17:26:17,0.3,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672506000
2023-01-02,21.0,16.0,18.0,12.3,18.0,0.0,0.0,0.0,,0.0,0.0,14.8,20.2,37.3,8.8,63.2,70.0,1024.1,96.8,8.3,7.0,06:33:58,17:26:54,0.34,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672592400
2023-01-03,21.0,15.0,18.1,11.7,18.1,0.029,100.0,8.33,['rain'],0.0,0.0,16.6,31.7,37.8,9.3,68.7,67.3,1024.6,74.2,6.3,5.0,06:34:16,17:27:32,0.37,rain,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672678800
2023-01-04,21.0,15.9,18.8,13.2,18.8,0.0,0.0,0.0,,0.0,0.0,14.8,25.2,122.3,6.9,52.2,70.9,1022.4,191.5,16.5,7.0,06:34:33,17:28:10,0.41,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672765200
2023-01-05,21.2,17.0,19.2,14.8,19.2,0.0,0.0,0.0,,0.0,0.0,14.8,14.8,66.4,7.7,78.6,75.9,1023.1,41.3,3.6,2.0,06:34:48,17:28:49,0.44,partly-cloudy-day,Partially cloudy,Partly cloudy throughout the day.,"['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",Hanoi,1672851600
