datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
2021-08-26,1629910800,24.4,18.3,20.3,24.4,18.3,20.3,18.5,90.1,12.9,100.0,75.0,['rain'],0.0,0.0,29.5,6.1,259.6,1011.7,99.2,,196.3,17.0,8.0,05:35:42,1629930942,18:00:19,1629975619,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-08-27,1629997200,24.3,17.9,20.5,24.3,17.9,20.5,19.0,91.4,15.8,100.0,87.5,['rain'],0.0,0.0,19.4,4.3,45.5,1012.0,99.9,,135.8,11.7,5.0,05:35:43,1630017343,17:59:43,1630061983,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-08-28,1630083600,24.0,18.4,20.2,24.0,18.4,20.2,19.3,94.4,27.3,100.0,79.17,['rain'],0.0,0.0,21.6,5.8,57.6,1011.6,99.6,,114.7,9.9,5.0,05:35:44,1630103744,17:59:07,1630148347,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-08-29,1630170000,24.7,17.6,20.7,24.7,17.6,20.7,18.8,89.7,13.8,100.0,50.0,['rain'],0.0,0.0,23.8,5.4,49.9,1011.5,94.1,,201.8,17.4,8.0,05:35:45,1630190145,17:58:30,1630234710,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-08-30,1630256400,24.8,18.1,20.9,24.8,18.1,20.9,19.3,91.4,12.4,100.0,45.83,['rain'],0.0,0.0,28.4,7.6,79.5,1012.4,97.9,,177.7,15.4,7.0,05:35:46,1630276546,17:57:53,1630321073,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-08-31,1630342800,25.3,18.5,21.0,25.3,18.5,21.0,19.1,89.1,13.9,100.0,62.5,['rain'],0.0,0.0,23.8,4.7,120.8,1013.0,98.8,,185.2,16.1,8.0,05:35:46,1630362946,17:57:16,1630407436,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-01,1630429200,26.4,18.6,21.3,26.4,18.6,21.3,19.4,89.4,4.2,100.0,37.5,['rain'],0.0,0.0,30.2,4.7,161.1,1012.8,95.6,,206.6,17.8,9.0,05:35:46,1630449346,17:56:38,1630493798,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-02,1630515600,25.5,18.8,21.3,25.5,18.8,21.3,19.5,90.4,10.2,100.0,45.83,['rain'],0.0,0.0,31.0,7.9,188.2,1012.2,98.6,,198.8,17.2,8.0,05:35:46,1630535746,17:56:00,1630580160,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-03,1630602000,26.9,18.5,21.0,28.2,18.5,21.1,19.0,89.2,11.9,100.0,33.33,['rain'],0.0,0.0,27.0,6.8,261.3,1011.4,99.6,,198.5,17.2,10.0,05:35:46,1630622146,17:55:21,1630666521,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2021-09-04,1630688400,25.1,17.8,20.5,25.1,17.8,20.5,19.3,93.2,12.5,100.0,87.5,['rain'],0.0,0.0,25.9,8.3,298.7,1011.5,99.8,,138.8,12.0,7.0,05:35:45,1630708545,17:54:42,1630752882,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-05,1630774800,23.9,18.7,20.5,23.9,18.7,20.5,18.9,90.9,19.8,100.0,91.67,['rain'],0.0,0.0,19.4,5.8,303.2,1012.0,98.4,,149.3,12.7,6.0,05:35:45,1630794945,17:54:03,1630839243,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-06,1630861200,24.6,18.1,20.8,24.6,18.1,20.8,19.5,92.6,23.5,100.0,79.17,['rain'],0.0,0.0,19.4,4.3,286.2,1012.8,99.0,,161.1,14.0,6.0,05:35:44,1630881344,17:53:24,1630925604,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-07,1630947600,24.8,18.0,20.3,24.8,18.0,20.3,19.1,92.9,25.5,100.0,54.17,['rain'],0.0,0.0,25.9,5.8,246.4,1011.8,99.9,,169.7,14.7,7.0,05:35:43,1630967743,17:52:44,1631011964,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-08,1631034000,25.4,18.0,20.9,25.4,18.0,20.9,19.1,90.3,9.6,100.0,54.17,['rain'],0.0,0.0,35.3,8.3,226.1,1010.6,98.1,,209.0,18.2,8.0,05:35:42,1631054142,17:52:04,1631098324,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-09,1631120400,25.8,18.6,20.4,25.8,18.6,20.4,19.0,92.0,11.6,100.0,58.33,['rain'],0.0,0.0,37.4,12.6,250.5,1012.0,99.3,,157.1,13.6,6.0,05:35:40,1631140540,17:51:24,1631184684,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-10,1631206800,22.8,18.8,20.0,22.8,18.8,20.0,18.7,92.4,15.2,100.0,70.83,['rain'],0.0,0.0,45.4,17.3,272.7,1011.5,100.0,,90.8,7.9,4.0,05:35:39,1631226939,17:50:44,1631271044,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-11,1631293200,23.1,19.1,20.5,23.1,19.1,20.5,18.8,90.1,14.4,100.0,91.67,['rain'],0.0,0.0,68.0,24.8,273.7,1008.7,100.0,,147.4,12.7,7.0,05:35:37,1631313337,17:50:03,1631357403,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-12,1631379600,23.2,19.6,21.0,23.2,19.6,21.0,18.7,87.1,3.5,100.0,83.33,['rain'],0.0,0.0,67.7,20.5,276.1,1007.0,92.7,,219.7,18.8,8.0,05:35:36,1631399736,17:49:22,1631443762,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-13,1631466000,24.5,19.7,21.4,24.5,19.7,21.4,19.7,90.4,5.9,100.0,62.5,['rain'],0.0,0.0,40.0,10.8,278.9,1009.1,95.9,,161.8,14.1,6.0,05:35:34,1631486134,17:48:42,1631530122,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-14,1631552400,25.1,19.4,21.3,25.1,19.4,21.3,20.1,92.8,11.9,100.0,45.83,['rain'],0.0,0.0,30.6,8.3,150.2,1012.3,96.4,,179.2,15.5,7.0,05:35:33,1631572533,17:48:01,1631616481,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-15,1631638800,26.0,19.0,21.3,26.0,19.0,21.3,19.6,90.4,10.9,100.0,66.67,['rain'],0.0,0.0,46.1,12.6,138.3,1014.5,92.3,,231.4,20.1,9.0,05:35:31,1631658931,17:47:20,1631702840,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-16,1631725200,26.0,17.7,20.9,26.0,17.7,20.9,18.7,87.8,6.2,100.0,25.0,['rain'],0.0,0.0,24.1,3.2,127.5,1014.0,97.5,,238.3,20.5,8.0,05:35:29,1631745329,17:46:39,1631789199,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-17,1631811600,25.2,18.3,20.8,25.2,18.3,20.8,18.9,89.3,21.1,100.0,50.0,['rain'],0.0,0.0,29.5,5.0,11.9,1013.3,76.0,,240.4,20.8,9.0,05:35:27,1631831727,17:45:57,1631875557,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-18,1631898000,23.5,18.1,20.2,23.5,18.1,20.2,18.6,90.9,6.7,100.0,41.67,['rain'],0.0,0.0,25.9,6.5,24.2,1013.0,96.9,,164.7,14.2,6.0,05:35:26,1631918126,17:45:16,1631961916,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs
2021-09-19,1631984400,21.3,18.1,19.5,21.3,18.1,19.5,19.0,97.1,18.1,100.0,83.33,['rain'],0.0,0.0,17.6,5.0,254.2,1012.4,99.9,,58.1,4.9,2.0,05:35:24,1632004524,17:44:35,1632048275,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-20,1632070800,25.1,18.2,20.6,25.1,18.2,20.6,18.6,89.4,6.0,100.0,79.17,['rain'],0.0,0.0,30.6,6.8,244.1,1012.2,99.8,,163.4,14.1,6.0,05:35:22,1632090922,17:43:54,1632134634,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-21,1632157200,25.9,18.1,20.9,25.9,18.1,20.9,18.4,86.4,9.6,100.0,70.83,['rain'],0.0,0.0,33.1,7.6,260.9,1012.1,97.4,,198.9,17.2,7.0,05:35:21,1632177321,17:43:13,1632220993,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-22,1632243600,25.4,18.1,20.5,25.4,18.1,20.5,18.3,88.0,6.1,100.0,54.17,['rain'],0.0,0.0,23.4,6.8,266.7,1012.0,99.1,,202.5,17.5,7.0,05:35:19,1632263719,17:42:32,1632307352,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-23,1632330000,21.8,18.1,19.3,21.8,18.1,19.3,18.5,95.4,33.8,100.0,79.17,['rain'],0.0,0.0,39.6,10.1,279.3,1011.8,100.0,,64.5,5.5,3.0,05:35:18,1632350118,17:41:51,1632393711,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-24,1632416400,25.1,18.0,19.8,25.1,18.0,19.8,18.6,93.1,19.6,100.0,66.67,['rain'],0.0,0.0,33.5,8.3,250.1,1012.4,99.1,,152.6,13.0,7.0,05:35:17,1632436517,17:41:11,1632480071,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-25,1632502800,25.1,17.9,20.5,25.1,17.9,20.5,18.8,91.0,14.6,100.0,79.17,['rain'],0.0,0.0,24.8,6.1,186.3,1012.5,99.7,,148.3,12.7,7.0,05:35:16,1632522916,17:40:30,1632566430,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs
2021-09-26,1632589200,25.2,18.4,20.9,25.2,18.4,20.9,19.1,90.4,14.5,100.0,33.33,['rain'],0.0,0.0,29.5,9.0,77.5,1012.4,96.3,,194.3,16.8,8.0,05:35:15,1632609315,17:39:50,1632652790,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs
2021-09-27,1632675600,25.5,17.9,21.6,25.5,17.9,21.6,19.1,86.3,5.3,100.0,41.67,['rain'],0.0,0.0,30.6,9.0,65.2,1012.5,59.3,,245.5,21.2,9.0,05:35:14,1632695714,17:39:09,1632739149,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-09-28,1632762000,26.0,19.5,22.0,26.0,19.5,22.0,18.5,81.7,0.7,100.0,20.83,['rain'],0.0,0.0,24.8,5.8,28.3,1012.5,91.1,,262.6,22.6,9.0,05:35:13,1632782113,17:38:29,1632825509,0.73,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,['remote'],obs,
2021-09-29,1632848400,26.1,18.5,21.4,26.1,18.5,21.4,19.0,86.9,11.9,100.0,45.83,['rain'],0.0,0.0,26.3,6.8,31.1,1012.0,61.0,,200.8,17.4,7.0,05:35:13,1632868513,17:37:49,1632911869,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-09-30,1632934800,25.5,18.8,21.5,25.5,18.8,21.5,19.4,88.9,11.5,100.0,33.33,['rain'],0.0,0.0,24.5,5.0,171.6,1012.7,75.9,,190.8,16.4,7.0,05:35:13,1632954913,17:37:10,1632998230,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-10-01,1633021200,25.5,18.8,21.0,25.5,18.8,21.0,19.4,91.1,20.6,100.0,58.33,['rain'],0.0,0.0,23.4,4.0,277.0,1013.1,79.5,,194.4,16.8,7.0,05:35:13,1633041313,17:36:31,1633084591,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-02,1633107600,24.6,18.0,20.4,24.6,18.0,20.4,19.2,93.0,17.5,100.0,91.67,['rain'],0.0,0.0,21.2,5.0,343.4,1013.4,98.0,,195.0,16.9,8.0,05:35:13,1633127713,17:35:52,1633170952,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-03,1633194000,24.4,18.2,20.6,24.4,18.2,20.6,19.0,90.7,14.3,100.0,41.67,['rain'],0.0,0.0,28.4,6.1,24.1,1012.7,98.7,,156.1,13.5,7.0,05:35:14,1633214114,17:35:13,1633257313,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-04,1633280400,24.7,17.1,20.5,24.7,17.1,20.5,18.7,89.9,16.0,100.0,54.17,['rain'],0.0,0.0,33.8,9.7,26.3,1011.3,95.2,,150.1,13.0,6.0,05:35:15,1633300515,17:34:35,1633343675,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-05,1633366800,24.1,18.5,20.6,24.1,18.5,20.6,18.8,90.4,15.0,100.0,79.17,['rain'],0.0,0.0,32.4,10.4,30.5,1010.0,98.9,,138.8,12.0,6.0,05:35:16,1633386916,17:33:57,1633430037,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-06,1633453200,22.1,18.5,19.8,22.1,18.5,19.8,19.2,96.0,27.5,100.0,100.0,['rain'],0.0,0.0,22.0,6.8,286.5,1008.0,100.0,,80.5,7.1,3.0,05:35:17,1633473317,17:33:20,1633516400,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-07,1633539600,23.3,18.2,20.3,23.3,18.2,20.3,18.2,87.8,4.1,100.0,83.33,['rain'],0.0,0.0,54.4,16.6,265.4,1006.5,100.0,,143.1,12.3,6.0,05:35:19,1633559719,17:32:43,1633602763,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-08,1633626000,23.5,19.1,21.1,23.5,19.1,21.1,18.2,83.8,2.7,100.0,45.83,['rain'],0.0,0.0,53.6,20.9,272.2,1007.1,100.0,,148.4,12.9,6.0,05:35:21,1633646121,17:32:06,1633689126,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs,
2021-10-09,1633712400,25.1,19.5,21.5,25.1,19.5,21.5,18.7,84.6,12.4,100.0,62.5,['rain'],0.0,0.0,58.3,17.3,265.2,1009.2,99.5,,199.5,17.1,8.0,05:35:24,1633732524,17:31:30,1633775490,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-10,1633798800,24.2,19.2,21.2,24.2,19.2,21.2,19.0,87.6,2.2,100.0,45.83,['rain'],0.0,0.0,42.8,16.2,276.0,1009.2,99.2,,175.8,15.2,7.0,05:35:27,1633818927,17:30:54,1633861854,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-11,1633885200,25.4,19.0,21.3,25.4,19.0,21.3,19.1,87.9,3.5,100.0,45.83,['rain'],0.0,0.0,30.6,9.0,289.2,1008.7,97.7,,190.9,16.5,8.0,05:35:31,1633905331,17:30:19,1633948219,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs,
2021-10-12,1633971600,25.6,19.2,21.4,25.6,19.2,21.4,19.3,88.8,8.7,100.0,91.67,['rain'],0.0,0.0,34.9,10.1,289.8,1008.0,99.7,,138.9,11.7,6.0,05:35:34,1633991734,17:29:45,1634034585,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-13,1634058000,22.6,20.0,20.9,22.6,20.0,20.9,19.2,90.3,5.6,100.0,95.83,['rain'],0.0,0.0,55.4,15.5,275.5,1006.9,100.0,,99.2,8.4,4.0,05:35:39,1634078139,17:29:11,1634120951,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-14,1634144400,24.4,19.8,21.3,24.4,19.8,21.3,19.3,88.6,11.1,100.0,54.17,['rain'],0.0,0.0,50.4,14.0,252.2,1009.2,99.0,,166.6,14.4,6.0,05:35:44,1634164544,17:28:37,1634207317,0.27,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-15,1634230800,24.5,19.2,21.2,24.5,19.2,21.2,19.1,87.8,13.2,100.0,87.5,['rain'],0.0,0.0,39.6,11.9,276.2,1010.7,98.4,,124.9,10.8,5.0,05:35:49,1634250949,17:28:04,1634293684,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-16,1634317200,23.8,18.3,20.5,23.8,18.3,20.5,18.4,88.5,4.3,100.0,87.5,['rain'],0.0,0.0,31.0,9.7,306.9,1011.1,99.9,,114.6,10.0,5.0,05:35:55,1634337355,17:27:32,1634380052,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-17,1634403600,22.3,18.3,19.7,22.3,18.3,19.7,18.9,95.5,15.3,100.0,75.0,['rain'],0.0,0.0,26.6,8.3,276.9,1012.0,100.0,,98.8,8.5,5.0,05:36:01,1634423761,17:27:01,1634466421,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-18,1634490000,25.2,17.6,21.1,25.2,17.6,21.1,19.2,89.2,1.2,100.0,25.0,['rain'],0.0,0.0,24.8,7.6,81.8,1014.8,90.2,,189.8,16.4,7.0,05:36:08,1634510168,17:26:30,1634552790,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-10-19,1634576400,26.2,18.8,21.8,26.2,18.8,21.8,19.6,87.7,7.7,100.0,37.5,['rain'],0.0,0.0,33.8,9.4,67.4,1016.9,88.1,,231.7,19.9,9.0,05:36:15,1634596575,17:26:00,1634639160,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-10-20,1634662800,24.6,19.0,20.9,24.6,19.0,20.9,19.5,91.6,9.8,100.0,54.17,['rain'],0.0,0.0,34.6,9.4,72.6,1016.9,99.6,,152.4,13.2,6.0,05:36:23,1634682983,17:25:31,1634725531,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs,
2021-10-21,1634749200,24.3,18.4,20.7,24.3,18.4,20.7,19.3,92.2,13.8,100.0,41.67,['rain'],0.0,0.0,27.0,6.8,72.0,1015.8,99.6,,165.4,14.3,7.0,05:36:31,1634769391,17:25:02,1634811902,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs,
2021-10-22,1634835600,25.2,18.4,20.9,25.2,18.4,20.9,18.8,88.5,7.0,100.0,50.0,['rain'],0.0,0.0,34.6,8.3,58.8,1016.4,82.3,,205.7,17.7,9.0,05:36:40,1634855800,17:24:34,1634898274,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-23,1634922000,24.6,18.3,20.6,24.6,18.3,20.6,18.3,87.6,5.3,100.0,37.5,['rain'],0.0,0.0,35.6,9.4,38.9,1016.3,94.8,,194.1,16.8,7.0,05:36:50,1634942210,17:24:07,1634984647,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-10-24,1635008400,23.2,18.1,20.0,23.2,18.1,20.0,18.6,92.1,9.3,100.0,50.0,['rain'],0.0,0.0,42.8,13.7,41.9,1015.2,97.5,,163.9,14.2,6.0,05:37:00,1635028620,17:23:41,1635071021,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,['remote'],obs,
2021-10-25,1635094800,22.0,18.4,19.6,22.0,18.4,19.6,18.1,91.1,4.0,100.0,50.0,['rain'],0.0,0.0,45.7,14.4,29.4,1013.8,100.0,,136.8,11.9,6.0,05:37:10,1635115030,17:23:15,1635157395,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-26,1635181200,19.7,17.9,18.6,19.7,17.9,18.6,17.9,95.9,48.4,100.0,91.67,['rain'],0.0,0.0,49.0,10.8,338.3,1012.2,99.8,,20.4,1.7,1.0,05:37:22,1635201442,17:22:51,1635243771,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-27,1635267600,21.2,18.0,19.0,21.2,18.0,19.0,18.3,95.7,46.7,100.0,79.17,['rain'],0.0,0.0,51.1,10.4,180.7,1011.5,100.0,,63.7,5.5,3.0,05:37:34,1635287854,17:22:27,1635330147,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-10-28,1635354000,24.3,16.8,20.4,24.3,16.8,20.4,17.8,86.3,3.9,100.0,29.17,['rain'],0.0,0.0,25.9,9.0,104.4,1015.4,89.4,,210.2,18.1,8.0,05:37:46,1635374266,17:22:04,1635416524,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-10-29,1635440400,25.3,17.9,20.7,25.3,17.9,20.7,18.9,89.8,8.4,100.0,41.67,['rain'],0.0,0.0,36.4,10.1,57.3,1016.4,65.4,,194.0,16.8,7.0,05:37:59,1635460679,17:21:43,1635502903,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-10-30,1635526800,24.2,18.1,20.5,24.2,18.1,20.5,18.3,88.3,2.4,100.0,41.67,['rain'],0.0,0.0,39.6,13.7,68.5,1016.5,66.4,,200.1,17.4,7.0,05:38:13,1635547093,17:21:22,1635589282,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-10-31,1635613200,23.9,17.8,19.9,23.9,17.8,19.9,18.5,91.8,4.5,100.0,33.33,['rain'],0.0,0.0,36.0,7.9,63.4,1016.7,84.3,,171.0,14.7,8.0,05:38:28,1635633508,17:21:02,1635675662,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-11-01,1635699600,24.1,17.3,20.3,24.1,17.3,20.3,18.2,88.0,2.1,100.0,41.67,['rain'],0.0,0.0,40.3,14.0,55.4,1016.0,38.1,,209.8,18.1,7.0,05:38:43,1635719923,17:20:43,1635762043,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-11-02,1635786000,25.5,17.7,20.8,25.5,17.7,20.8,17.3,81.7,0.0,0.0,0.0,,0.0,0.0,41.8,14.0,56.7,1015.8,60.8,,253.4,21.8,9.0,05:38:59,1635806339,17:20:25,1635848425,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['remote'],obs,
2021-11-03,1635872400,24.4,17.7,20.5,24.4,17.7,20.5,17.8,85.3,1.0,100.0,25.0,['rain'],0.0,0.0,45.0,15.5,51.5,1015.1,78.4,,217.7,18.6,9.0,05:39:15,1635892755,17:20:07,1635934807,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-11-04,1635958800,24.8,17.2,20.6,24.8,17.2,20.6,17.6,83.7,1.0,100.0,20.83,['rain'],0.0,0.0,33.1,11.5,60.5,1014.6,99.4,,207.6,17.9,7.0,05:39:32,1635979172,17:19:51,1636021191,0.98,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,['remote'],obs,
2021-11-05,1636045200,24.6,18.1,20.4,24.6,18.1,20.4,18.1,87.1,4.6,100.0,25.0,['rain'],0.0,0.0,34.6,11.2,61.6,1013.5,89.3,,179.6,15.4,7.0,05:39:50,1636065590,17:19:36,1636107576,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['remote'],obs,
2021-11-06,1636131600,25.2,17.8,21.1,25.2,17.8,21.1,18.3,84.6,1.8,100.0,37.5,['rain'],0.0,0.0,24.5,7.6,61.5,1011.6,81.9,,204.3,17.6,7.0,05:40:08,1636152008,17:19:22,1636193962,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-11-07,1636218000,24.1,18.5,20.7,24.1,18.5,20.7,17.9,85.3,3.8,100.0,37.5,['rain'],0.0,0.0,32.8,9.0,44.4,1012.0,87.5,,195.5,16.8,8.0,05:40:27,1636238427,17:19:09,1636280349,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-11-08,1636304400,25.0,18.6,21.2,25.0,18.6,21.2,19.4,89.8,3.8,100.0,62.5,['rain'],0.0,0.0,43.2,12.6,59.1,1013.5,71.5,,194.8,16.9,7.0,05:40:47,1636324847,17:18:58,1636366738,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['remote'],obs,
2021-11-09,1636390800,22.5,19.7,20.6,22.5,19.7,20.6,19.2,91.6,3.5,100.0,62.5,['rain'],0.0,0.0,50.4,18.4,52.4,1014.1,97.2,,120.0,10.4,4.0,05:41:08,1636411268,17:18:47,1636453127,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-11-10,1636477200,23.0,19.2,20.5,23.0,19.2,20.5,19.2,92.0,3.8,100.0,75.0,['rain'],0.0,0.0,47.9,14.4,54.5,1014.4,99.8,,112.9,9.8,4.0,05:41:29,1636497689,17:18:37,1636539517,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-11-11,1636563600,21.0,18.0,19.3,21.0,18.0,19.3,18.6,95.6,27.5,100.0,100.0,['rain'],0.0,0.0,43.6,13.3,65.6,1014.5,99.7,,63.3,5.5,3.0,05:41:50,1636584110,17:18:28,1636625908,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
2021-11-12,1636650000,21.2,18.0,19.3,21.2,18.0,19.3,18.3,93.9,38.3,100.0,100.0,['rain'],0.0,0.0,38.2,13.0,46.0,1015.1,99.8,,54.7,4.8,2.0,05:42:12,1636670532,17:18:21,1636712301,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['remote'],obs,
